,age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,prev_nr_contacts,prev_outcome,cons_price_idx,cons_conf_idx,nr_employed,subscribed
11909,41,blue-collar,married,basic.4y,no,no,telephone,may,thu,3,0,nonexistent,93.994,-36.4,5191.0,no
11910,44,management,married,university.degree,yes,no,cellular,jun,tue,3,0,nonexistent,92.963,-40.8,5076.2,no
11911,55,blue-collar,married,basic.4y,no,no,cellular,nov,fri,2,0,nonexistent,92.649,-30.1,5017.5,yes
11912,39,technician,single,professional.course,no,no,cellular,may,tue,1,1,failure,92.893,-46.2,5099.1,no
11913,53,blue-collar,married,basic.9y,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
11914,82,housemaid,married,basic.4y,no,no,telephone,sep,tue,3,2,success,94.199,-37.5,4963.6,yes
11915,39,admin.,married,university.degree,no,no,cellular,aug,thu,10,0,nonexistent,93.444,-36.1,5228.1,no
11916,22,services,single,basic.4y,yes,no,telephone,jun,tue,2,0,nonexistent,94.465,-41.8,5228.1,no
11917,53,technician,divorced,university.degree,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
11918,29,self-employed,single,university.degree,no,yes,telephone,nov,mon,1,0,nonexistent,93.2,-42.0,5195.8,no
11919,50,admin.,married,high.school,no,no,cellular,nov,wed,3,1,failure,93.2,-42.0,5195.8,no
11920,30,services,married,high.school,yes,no,cellular,nov,thu,1,1,failure,93.2,-42.0,5195.8,no
11921,45,blue-collar,married,basic.4y,no,no,cellular,aug,wed,1,0,nonexistent,93.444,-36.1,5228.1,no
11922,31,management,single,university.degree,no,no,cellular,may,wed,2,0,nonexistent,92.893,-46.2,5099.1,no
11923,29,services,married,basic.9y,no,no,cellular,may,tue,1,0,nonexistent,92.893,-46.2,5099.1,no
11924,43,blue-collar,divorced,basic.4y,yes,no,telephone,may,fri,2,0,nonexistent,93.994,-36.4,5191.0,yes
11925,27,blue-collar,single,basic.6y,yes,yes,cellular,jul,tue,4,0,nonexistent,93.918,-42.7,5228.1,no
11926,80,retired,divorced,basic.4y,yes,yes,cellular,apr,wed,2,0,nonexistent,93.749,-34.6,5008.7,yes
11927,30,technician,married,university.degree,yes,no,telephone,jul,wed,2,0,nonexistent,93.918,-42.7,5228.1,no
11928,45,admin.,single,high.school,yes,no,cellular,may,thu,1,1,failure,92.893,-46.2,5099.1,no
11929,58,technician,married,professional.course,no,no,cellular,aug,tue,2,0,nonexistent,92.201,-31.4,5076.2,yes
11930,59,admin.,married,high.school,yes,no,cellular,apr,wed,2,0,nonexistent,93.075,-47.1,5099.1,no
11931,29,admin.,single,university.degree,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
11932,50,retired,married,basic.4y,yes,no,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
11933,54,services,married,basic.6y,yes,no,cellular,jul,thu,4,0,nonexistent,93.918,-42.7,5228.1,no
11934,38,admin.,married,university.degree,no,no,cellular,aug,tue,1,0,nonexistent,93.444,-36.1,5228.1,no
11935,50,blue-collar,married,basic.6y,yes,no,telephone,jun,tue,2,0,nonexistent,94.465,-41.8,5228.1,no
11936,39,admin.,married,high.school,yes,no,cellular,may,mon,2,0,nonexistent,92.893,-46.2,5099.1,no
11937,24,admin.,single,professional.course,yes,no,cellular,jul,mon,1,0,nonexistent,93.918,-42.7,5228.1,no
11938,57,blue-collar,divorced,professional.course,no,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
11939,46,admin.,married,high.school,yes,no,cellular,may,wed,1,1,failure,92.893,-46.2,5099.1,no
11940,28,blue-collar,married,basic.9y,yes,no,telephone,jul,tue,4,0,nonexistent,93.918,-42.7,5228.1,no
11941,36,technician,married,professional.course,yes,no,cellular,aug,thu,3,0,nonexistent,93.444,-36.1,5228.1,no
11942,29,blue-collar,single,basic.4y,yes,no,telephone,may,thu,3,0,nonexistent,92.893,-46.2,5099.1,no
11943,51,blue-collar,married,basic.4y,no,no,telephone,may,mon,2,0,nonexistent,93.994,-36.4,5191.0,no
11944,45,services,single,basic.9y,no,yes,cellular,jul,mon,1,0,nonexistent,93.918,-42.7,5228.1,no
11945,45,blue-collar,married,illiterate,no,yes,telephone,may,fri,2,0,nonexistent,93.994,-36.4,5191.0,no
11946,59,housemaid,divorced,basic.6y,yes,no,cellular,may,tue,1,0,nonexistent,92.893,-46.2,5099.1,no
11947,59,technician,divorced,university.degree,no,no,telephone,may,fri,2,0,nonexistent,93.994,-36.4,5191.0,no
11948,35,blue-collar,married,basic.9y,no,no,cellular,jul,fri,3,0,nonexistent,93.918,-42.7,5228.1,no
11949,32,admin.,married,university.degree,yes,no,cellular,sep,fri,2,0,nonexistent,92.379,-29.8,5017.5,no
11950,31,blue-collar,single,basic.4y,yes,no,cellular,jul,tue,1,0,nonexistent,93.918,-42.7,5228.1,no
11952,32,admin.,single,university.degree,no,no,telephone,jun,tue,12,0,nonexistent,94.465,-41.8,5228.1,no
11953,27,technician,single,professional.course,yes,yes,cellular,may,wed,2,1,failure,92.893,-46.2,5099.1,no
11954,37,entrepreneur,divorced,high.school,no,no,cellular,jul,wed,4,0,nonexistent,93.918,-42.7,5228.1,no
11955,36,admin.,single,university.degree,no,no,cellular,nov,wed,2,0,nonexistent,93.2,-42.0,5195.8,no
11957,29,self-employed,married,university.degree,yes,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
11958,34,management,married,university.degree,no,no,cellular,jul,wed,2,0,nonexistent,93.918,-42.7,5228.1,no
11959,29,admin.,married,high.school,yes,no,telephone,jun,fri,3,0,nonexistent,94.465,-41.8,5228.1,no
11960,33,technician,single,university.degree,no,no,telephone,aug,fri,1,0,nonexistent,93.444,-36.1,5228.1,no
11961,32,admin.,married,university.degree,yes,no,cellular,nov,fri,1,1,failure,93.2,-42.0,5195.8,no
11962,38,blue-collar,married,basic.6y,no,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
11964,30,student,single,professional.course,no,no,cellular,sep,mon,2,2,failure,94.199,-37.5,4963.6,no
11966,34,self-employed,married,high.school,yes,no,cellular,may,thu,1,1,failure,92.893,-46.2,5099.1,no
11967,29,technician,married,professional.course,no,no,cellular,mar,thu,1,0,nonexistent,92.843,-50.0,5099.1,yes
11968,41,blue-collar,divorced,basic.6y,no,no,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
11969,30,admin.,single,university.degree,no,no,cellular,may,fri,2,0,nonexistent,92.893,-46.2,5099.1,no
11970,21,student,single,high.school,no,no,cellular,oct,mon,1,0,nonexistent,92.431,-26.9,5017.5,yes
11972,36,admin.,married,professional.course,no,no,cellular,aug,fri,1,0,nonexistent,93.444,-36.1,5228.1,no
11973,37,entrepreneur,single,university.degree,no,no,cellular,nov,tue,1,0,nonexistent,93.2,-42.0,5195.8,no
11974,56,services,single,high.school,no,yes,cellular,aug,tue,3,0,nonexistent,92.201,-31.4,5076.2,yes
11975,33,blue-collar,married,professional.course,yes,yes,cellular,apr,wed,1,0,nonexistent,93.075,-47.1,5099.1,no
11976,40,housemaid,married,high.school,yes,no,telephone,jun,mon,7,0,nonexistent,94.465,-41.8,5228.1,no
11977,43,management,married,university.degree,no,yes,cellular,may,wed,1,0,nonexistent,92.893,-46.2,5099.1,no
11978,36,blue-collar,married,basic.4y,no,no,cellular,may,tue,1,1,failure,92.893,-46.2,5099.1,no
11979,52,blue-collar,married,basic.4y,no,no,telephone,may,tue,2,0,nonexistent,93.994,-36.4,5191.0,no
11980,39,services,married,high.school,no,no,telephone,may,tue,2,0,nonexistent,93.994,-36.4,5191.0,no
11981,39,blue-collar,married,basic.9y,yes,no,telephone,may,tue,8,0,nonexistent,93.994,-36.4,5191.0,no
11982,56,blue-collar,married,basic.4y,yes,no,telephone,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
11983,34,blue-collar,married,basic.4y,no,no,cellular,jul,wed,7,0,nonexistent,93.918,-42.7,5228.1,no
11984,46,blue-collar,married,basic.4y,yes,no,cellular,aug,wed,3,0,nonexistent,93.444,-36.1,5228.1,no
11985,35,blue-collar,single,basic.9y,no,no,cellular,aug,wed,3,1,failure,92.201,-31.4,5076.2,no
11986,33,admin.,married,basic.9y,no,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
11987,45,management,married,university.degree,yes,yes,cellular,nov,fri,1,0,nonexistent,93.2,-42.0,5195.8,no
11989,53,blue-collar,divorced,basic.4y,yes,no,telephone,may,fri,2,0,nonexistent,93.994,-36.4,5191.0,no
11990,54,technician,married,high.school,yes,yes,telephone,jul,thu,1,0,nonexistent,93.918,-42.7,5228.1,no
11991,34,blue-collar,single,high.school,yes,no,cellular,jul,mon,2,0,nonexistent,93.918,-42.7,5228.1,no
11992,44,admin.,single,university.degree,no,no,telephone,may,thu,1,0,nonexistent,93.994,-36.4,5191.0,no
11993,54,self-employed,married,basic.9y,yes,no,cellular,nov,tue,4,1,failure,93.2,-42.0,5195.8,no
11994,57,blue-collar,married,basic.9y,yes,no,cellular,jul,tue,3,0,nonexistent,93.918,-42.7,5228.1,no
11995,33,admin.,single,university.degree,no,no,cellular,aug,tue,3,0,nonexistent,93.444,-36.1,5228.1,no
11996,52,services,married,high.school,yes,yes,cellular,aug,mon,3,0,nonexistent,93.444,-36.1,5228.1,no
11997,41,blue-collar,divorced,basic.4y,no,no,cellular,may,fri,5,0,nonexistent,92.893,-46.2,5099.1,yes
11998,52,blue-collar,married,high.school,yes,no,cellular,aug,tue,2,0,nonexistent,93.444,-36.1,5228.1,no
11999,35,admin.,single,high.school,no,yes,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,yes
12000,25,admin.,divorced,university.degree,no,no,cellular,jun,mon,2,0,nonexistent,92.963,-40.8,5076.2,no
12001,36,admin.,married,university.degree,yes,yes,cellular,jun,tue,1,1,success,92.963,-40.8,5076.2,no
12002,40,blue-collar,married,basic.6y,yes,no,telephone,apr,mon,1,0,nonexistent,93.075,-47.1,5099.1,no
12003,42,blue-collar,married,basic.6y,yes,yes,cellular,apr,wed,1,0,nonexistent,93.075,-47.1,5099.1,no
12005,39,technician,single,professional.course,no,no,cellular,jul,mon,2,0,nonexistent,93.918,-42.7,5228.1,no
12006,34,technician,married,professional.course,yes,no,telephone,mar,mon,1,1,success,93.369,-34.8,5008.7,no
12007,58,admin.,married,high.school,no,no,cellular,aug,fri,1,0,nonexistent,93.444,-36.1,5228.1,no
12008,46,entrepreneur,married,high.school,yes,no,cellular,aug,tue,5,0,nonexistent,93.444,-36.1,5228.1,no
12009,28,blue-collar,single,basic.4y,no,no,cellular,jul,tue,5,0,nonexistent,93.918,-42.7,5228.1,no
12010,25,student,single,high.school,yes,no,cellular,oct,mon,1,4,success,94.601,-49.5,4963.6,no
12011,25,student,single,high.school,no,no,telephone,nov,tue,2,0,nonexistent,92.649,-30.1,5017.5,no
12012,52,admin.,married,university.degree,no,yes,telephone,apr,thu,3,0,nonexistent,93.749,-34.6,5008.7,yes
12013,34,management,married,high.school,no,no,cellular,jul,tue,7,0,nonexistent,93.918,-42.7,5228.1,no
12014,33,admin.,married,university.degree,no,yes,telephone,jun,mon,1,0,nonexistent,94.465,-41.8,5228.1,no
12015,49,admin.,married,high.school,yes,no,cellular,aug,wed,2,1,success,92.201,-31.4,5076.2,yes
12017,46,blue-collar,married,basic.4y,no,no,cellular,aug,wed,1,0,nonexistent,93.444,-36.1,5228.1,no
12019,60,retired,divorced,basic.4y,yes,no,telephone,jun,tue,1,0,nonexistent,94.465,-41.8,5228.1,no
12020,41,entrepreneur,married,basic.4y,no,no,cellular,jul,mon,1,0,nonexistent,93.918,-42.7,5228.1,no
12021,36,technician,married,high.school,no,no,telephone,jul,thu,6,0,nonexistent,93.918,-42.7,5228.1,no
12022,42,blue-collar,married,basic.4y,yes,yes,cellular,apr,thu,1,0,nonexistent,93.075,-47.1,5099.1,no
12023,27,admin.,divorced,high.school,no,no,telephone,jun,thu,1,0,nonexistent,94.465,-41.8,5228.1,no
12024,35,admin.,single,high.school,no,no,cellular,may,thu,1,0,nonexistent,92.893,-46.2,5099.1,yes
12025,53,services,married,basic.9y,yes,no,telephone,aug,mon,2,1,failure,94.027,-38.3,4991.6,no
12026,31,management,single,high.school,no,no,cellular,may,wed,1,0,nonexistent,92.893,-46.2,5099.1,no
12027,34,blue-collar,married,basic.9y,no,no,telephone,jun,mon,15,0,nonexistent,94.465,-41.8,5228.1,no
12028,37,blue-collar,single,professional.course,no,no,cellular,apr,fri,1,0,nonexistent,93.075,-47.1,5099.1,no
12029,44,blue-collar,married,basic.9y,yes,no,telephone,may,wed,2,0,nonexistent,93.994,-36.4,5191.0,no
12030,60,admin.,married,high.school,no,no,cellular,jul,tue,1,0,nonexistent,93.918,-42.7,5228.1,no
12031,44,blue-collar,married,basic.6y,no,yes,cellular,nov,fri,3,0,nonexistent,93.2,-42.0,5195.8,no
12032,48,technician,married,professional.course,no,no,telephone,jun,mon,3,0,nonexistent,94.465,-41.8,5228.1,no
12033,26,technician,single,high.school,yes,no,telephone,may,mon,1,0,nonexistent,93.994,-36.4,5191.0,no
12034,51,admin.,married,university.degree,yes,no,cellular,aug,thu,1,0,nonexistent,93.444,-36.1,5228.1,no
12035,52,admin.,married,high.school,yes,no,cellular,jul,fri,1,0,nonexistent,93.918,-42.7,5228.1,no
12036,56,blue-collar,married,basic.6y,yes,no,cellular,jul,thu,21,0,nonexistent,93.918,-42.7,5228.1,no
12037,33,management,married,basic.9y,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
12038,36,admin.,married,high.school,yes,no,cellular,jul,fri,1,1,failure,92.469,-33.6,5076.2,no
12039,44,technician,divorced,university.degree,no,no,cellular,aug,tue,1,0,nonexistent,93.444,-36.1,5228.1,no
12040,27,admin.,married,university.degree,no,yes,cellular,jul,tue,6,1,failure,92.469,-33.6,5076.2,yes
12041,71,retired,married,basic.4y,no,no,cellular,nov,tue,2,1,failure,92.649,-30.1,5017.5,no
12042,35,self-employed,single,high.school,yes,no,cellular,may,wed,1,1,failure,92.893,-46.2,5099.1,no
12043,45,services,divorced,high.school,no,no,telephone,may,fri,8,0,nonexistent,93.994,-36.4,5191.0,no
12045,27,technician,single,high.school,no,no,telephone,jun,tue,2,0,nonexistent,94.465,-41.8,5228.1,no
12046,40,admin.,married,high.school,yes,no,cellular,nov,tue,1,0,nonexistent,93.2,-42.0,5195.8,no
12047,46,self-employed,married,university.degree,no,no,cellular,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
12048,29,technician,single,university.degree,yes,no,cellular,aug,fri,1,0,nonexistent,93.444,-36.1,5228.1,no
12049,44,blue-collar,married,basic.4y,no,yes,telephone,may,wed,2,0,nonexistent,93.994,-36.4,5191.0,no
12050,46,retired,married,university.degree,no,no,telephone,may,thu,2,0,nonexistent,93.994,-36.4,5191.0,no
12051,32,self-employed,married,high.school,yes,no,cellular,aug,thu,3,0,nonexistent,93.444,-36.1,5228.1,no
12052,34,admin.,married,university.degree,yes,no,cellular,aug,fri,2,0,nonexistent,93.444,-36.1,5228.1,no
12053,30,admin.,single,university.degree,no,no,cellular,nov,mon,1,0,nonexistent,92.649,-30.1,5017.5,yes
12055,29,services,single,high.school,yes,no,cellular,nov,wed,3,1,failure,93.2,-42.0,5195.8,no
12056,31,admin.,married,university.degree,yes,no,cellular,nov,thu,2,0,nonexistent,93.2,-42.0,5195.8,no
12057,21,blue-collar,single,basic.9y,no,no,cellular,may,mon,1,0,nonexistent,92.893,-46.2,5099.1,no
12058,57,services,divorced,high.school,no,no,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
12059,35,technician,single,university.degree,yes,no,cellular,aug,fri,13,0,nonexistent,93.444,-36.1,5228.1,no
12060,40,admin.,single,university.degree,yes,no,telephone,jun,wed,2,0,nonexistent,94.465,-41.8,5228.1,no
12061,77,retired,divorced,basic.4y,yes,no,cellular,nov,mon,2,1,failure,92.649,-30.1,5017.5,yes
12062,34,technician,divorced,basic.9y,yes,no,cellular,apr,fri,1,0,nonexistent,93.075,-47.1,5099.1,no
12063,42,technician,married,university.degree,no,yes,cellular,jul,wed,2,0,nonexistent,92.469,-33.6,5076.2,no
12064,60,admin.,married,high.school,no,no,cellular,jul,tue,1,0,nonexistent,93.918,-42.7,5228.1,no
12065,40,self-employed,married,professional.course,no,no,cellular,apr,tue,1,1,failure,93.075,-47.1,5099.1,no
12066,30,technician,married,university.degree,no,no,cellular,aug,mon,2,0,nonexistent,93.444,-36.1,5228.1,no
12067,27,unemployed,single,basic.4y,no,no,cellular,jun,tue,1,2,failure,94.055,-39.8,4991.6,no
12068,36,admin.,married,university.degree,yes,no,cellular,jul,wed,3,0,nonexistent,93.918,-42.7,5228.1,no
12069,45,admin.,married,high.school,no,no,telephone,jun,wed,8,0,nonexistent,94.465,-41.8,5228.1,no
12070,37,admin.,married,high.school,yes,yes,cellular,nov,mon,1,0,nonexistent,92.649,-30.1,5017.5,no
12071,80,retired,divorced,basic.4y,yes,no,cellular,apr,wed,1,0,nonexistent,93.749,-34.6,5008.7,no
12072,47,admin.,single,high.school,no,no,cellular,may,mon,1,1,failure,92.893,-46.2,5099.1,no
12073,27,management,single,university.degree,yes,yes,cellular,apr,mon,4,1,failure,93.075,-47.1,5099.1,no
12074,34,admin.,married,high.school,yes,no,telephone,jun,mon,6,0,nonexistent,94.465,-41.8,5228.1,yes
12075,27,admin.,single,university.degree,no,no,cellular,apr,thu,1,0,nonexistent,93.075,-47.1,5099.1,yes
12076,57,management,divorced,university.degree,yes,no,telephone,jun,fri,1,0,nonexistent,94.465,-41.8,5228.1,no
12077,31,unemployed,married,basic.9y,no,no,cellular,may,wed,1,0,nonexistent,92.893,-46.2,5099.1,yes
12078,37,technician,married,professional.course,no,no,cellular,nov,fri,3,0,nonexistent,93.2,-42.0,5195.8,no
12080,44,blue-collar,married,basic.4y,no,yes,cellular,aug,thu,1,0,nonexistent,93.444,-36.1,5228.1,no
12081,31,blue-collar,single,high.school,yes,no,cellular,nov,wed,2,0,nonexistent,93.2,-42.0,5195.8,no
12082,26,self-employed,married,university.degree,yes,no,telephone,jun,tue,1,0,nonexistent,94.465,-41.8,5228.1,no
12083,31,admin.,single,university.degree,no,no,telephone,aug,tue,1,0,nonexistent,92.201,-31.4,5076.2,no
12084,31,admin.,married,university.degree,yes,yes,cellular,aug,thu,5,0,nonexistent,93.444,-36.1,5228.1,no
12085,36,admin.,divorced,high.school,yes,no,cellular,jul,wed,4,0,nonexistent,93.918,-42.7,5228.1,no
12086,28,self-employed,single,university.degree,yes,yes,cellular,mar,wed,1,1,failure,93.369,-34.8,5008.7,no
12087,36,housemaid,divorced,basic.9y,yes,no,cellular,nov,wed,1,0,nonexistent,93.2,-42.0,5195.8,no
12088,38,admin.,married,basic.6y,yes,no,cellular,jul,thu,3,0,nonexistent,93.918,-42.7,5228.1,no
12089,30,self-employed,married,university.degree,yes,no,telephone,mar,mon,7,0,nonexistent,93.369,-34.8,5008.7,yes
12090,26,student,single,high.school,yes,no,cellular,aug,fri,2,2,failure,92.201,-31.4,5076.2,yes
12091,59,management,married,university.degree,no,no,cellular,aug,wed,1,0,nonexistent,93.444,-36.1,5228.1,no
12092,49,technician,divorced,professional.course,no,no,cellular,aug,thu,2,0,nonexistent,93.444,-36.1,5228.1,no
12093,24,admin.,single,university.degree,yes,no,telephone,apr,mon,1,0,nonexistent,93.075,-47.1,5099.1,no
12094,46,blue-collar,married,basic.9y,no,no,telephone,jun,wed,10,0,nonexistent,94.465,-41.8,5228.1,no
12095,31,blue-collar,married,high.school,no,no,telephone,jun,wed,1,0,nonexistent,94.465,-41.8,5228.1,no
12096,43,technician,married,professional.course,yes,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
12098,33,entrepreneur,married,university.degree,yes,no,cellular,may,wed,2,1,failure,92.893,-46.2,5099.1,no
12099,43,self-employed,divorced,basic.9y,yes,no,cellular,may,wed,2,0,nonexistent,92.893,-46.2,5099.1,no
12100,45,blue-collar,married,basic.6y,yes,no,telephone,may,thu,11,0,nonexistent,93.994,-36.4,5191.0,no
12101,45,blue-collar,divorced,basic.9y,yes,no,telephone,may,fri,4,0,nonexistent,93.994,-36.4,5191.0,no
12102,49,management,married,university.degree,no,no,cellular,jun,mon,2,0,nonexistent,92.963,-40.8,5076.2,yes
12103,35,management,single,university.degree,no,no,cellular,nov,wed,1,0,nonexistent,93.2,-42.0,5195.8,no
12104,57,retired,married,high.school,no,no,telephone,may,mon,2,0,nonexistent,93.994,-36.4,5191.0,no
12106,33,blue-collar,married,basic.6y,no,no,cellular,may,thu,1,0,nonexistent,92.893,-46.2,5099.1,no
12107,49,services,divorced,high.school,yes,no,cellular,jul,tue,1,0,nonexistent,93.918,-42.7,5228.1,no
12108,27,blue-collar,single,basic.9y,yes,no,cellular,jul,wed,4,0,nonexistent,93.918,-42.7,5228.1,yes
12109,39,blue-collar,married,basic.6y,yes,no,telephone,may,thu,3,0,nonexistent,93.994,-36.4,5191.0,no
12110,39,admin.,married,university.degree,no,no,telephone,jun,tue,9,0,nonexistent,94.465,-41.8,5228.1,no
12111,31,technician,married,university.degree,yes,no,cellular,aug,mon,3,0,nonexistent,93.444,-36.1,5228.1,no
12112,77,retired,divorced,professional.course,no,no,cellular,aug,mon,1,0,nonexistent,94.027,-38.3,4991.6,no
12113,33,admin.,married,university.degree,no,no,cellular,mar,thu,2,0,nonexistent,92.843,-50.0,5099.1,no
12114,45,unemployed,married,high.school,yes,no,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
12115,46,admin.,married,university.degree,yes,no,telephone,apr,wed,8,1,failure,93.075,-47.1,5099.1,no
12116,29,admin.,single,basic.9y,no,no,cellular,may,thu,2,0,nonexistent,92.893,-46.2,5099.1,yes
12117,37,self-employed,single,university.degree,no,yes,cellular,may,fri,1,0,nonexistent,92.893,-46.2,5099.1,no
12118,26,blue-collar,married,basic.9y,no,no,telephone,jun,mon,3,0,nonexistent,94.465,-41.8,5228.1,yes
12119,43,entrepreneur,married,professional.course,yes,no,cellular,may,fri,1,1,failure,92.893,-46.2,5099.1,yes
12120,35,technician,married,professional.course,no,no,cellular,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
12121,42,blue-collar,married,basic.6y,yes,no,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
12122,44,services,married,high.school,yes,yes,telephone,may,mon,1,0,nonexistent,93.994,-36.4,5191.0,no
12123,32,services,married,high.school,no,no,cellular,jul,mon,1,0,nonexistent,93.918,-42.7,5228.1,no
12124,35,admin.,married,high.school,no,yes,cellular,nov,tue,2,1,failure,93.2,-42.0,5195.8,no
12125,31,blue-collar,married,basic.9y,yes,yes,cellular,jul,tue,3,0,nonexistent,93.918,-42.7,5228.1,no
12126,38,management,single,basic.9y,yes,no,cellular,nov,thu,2,0,nonexistent,93.2,-42.0,5195.8,no
12127,40,blue-collar,married,basic.4y,no,no,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
12128,30,management,married,university.degree,no,no,cellular,may,wed,1,0,nonexistent,92.893,-46.2,5099.1,no
12129,32,admin.,single,university.degree,yes,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
12130,47,blue-collar,married,basic.4y,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
12131,32,services,single,professional.course,yes,no,cellular,jul,fri,1,0,nonexistent,93.918,-42.7,5228.1,yes
12132,29,services,married,high.school,no,no,cellular,jul,wed,4,0,nonexistent,93.918,-42.7,5228.1,no
12133,43,admin.,married,university.degree,no,no,cellular,nov,mon,2,0,nonexistent,93.2,-42.0,5195.8,no
12134,36,blue-collar,single,basic.9y,yes,no,cellular,may,wed,4,0,nonexistent,92.893,-46.2,5099.1,no
12135,33,blue-collar,married,basic.4y,yes,yes,telephone,may,wed,7,0,nonexistent,93.994,-36.4,5191.0,no
12136,48,entrepreneur,married,university.degree,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
12137,29,self-employed,married,university.degree,yes,no,cellular,mar,wed,3,0,nonexistent,92.843,-50.0,5099.1,no
12138,30,blue-collar,single,high.school,no,no,cellular,nov,thu,1,0,nonexistent,93.2,-42.0,5195.8,no
12139,30,admin.,divorced,university.degree,yes,no,cellular,aug,fri,2,0,nonexistent,93.444,-36.1,5228.1,no
12140,31,technician,single,university.degree,no,no,telephone,apr,tue,17,0,nonexistent,93.075,-47.1,5099.1,yes
12141,40,technician,single,professional.course,yes,no,cellular,aug,thu,1,0,nonexistent,93.444,-36.1,5228.1,no
12142,50,management,divorced,university.degree,no,no,cellular,nov,fri,1,1,failure,93.2,-42.0,5195.8,no
12143,38,admin.,married,university.degree,no,no,cellular,aug,tue,5,0,nonexistent,93.444,-36.1,5228.1,no
12144,43,self-employed,married,high.school,yes,no,cellular,sep,thu,1,0,nonexistent,92.379,-29.8,5017.5,no
12145,48,admin.,divorced,university.degree,yes,no,telephone,may,fri,4,0,nonexistent,93.994,-36.4,5191.0,no
12146,29,management,single,high.school,no,yes,cellular,jul,tue,4,0,nonexistent,93.918,-42.7,5228.1,no
12147,39,unemployed,married,basic.9y,yes,no,cellular,nov,mon,1,0,nonexistent,93.2,-42.0,5195.8,no
12148,25,technician,single,high.school,yes,no,cellular,may,fri,3,2,failure,93.876,-40.0,5008.7,no
12149,58,admin.,married,university.degree,yes,no,cellular,nov,fri,7,0,nonexistent,93.2,-42.0,5195.8,no
12150,53,management,divorced,university.degree,yes,yes,cellular,apr,thu,6,0,nonexistent,93.749,-34.6,5008.7,no
12151,58,blue-collar,married,basic.4y,yes,no,telephone,may,tue,2,0,nonexistent,93.994,-36.4,5191.0,no
12152,59,retired,married,high.school,yes,no,cellular,aug,tue,1,1,failure,92.201,-31.4,5076.2,no
12153,39,blue-collar,married,basic.6y,yes,no,telephone,jun,thu,1,0,nonexistent,94.465,-41.8,5228.1,no
12154,55,admin.,married,university.degree,yes,no,telephone,mar,thu,7,0,nonexistent,93.369,-34.8,5008.7,no
12155,34,self-employed,married,university.degree,no,no,cellular,aug,thu,2,0,nonexistent,92.201,-31.4,5076.2,no
12156,31,blue-collar,single,basic.9y,no,no,cellular,aug,wed,1,0,nonexistent,93.444,-36.1,5228.1,no
12157,40,blue-collar,married,basic.9y,no,no,telephone,jun,tue,5,0,nonexistent,94.465,-41.8,5228.1,no
12158,66,retired,married,professional.course,no,yes,cellular,mar,tue,1,2,failure,93.369,-34.8,5008.7,yes
12159,42,admin.,divorced,high.school,yes,no,telephone,may,wed,5,1,failure,92.893,-46.2,5099.1,no
12160,37,technician,married,professional.course,yes,no,cellular,aug,fri,7,0,nonexistent,93.444,-36.1,5228.1,no
12161,50,technician,married,high.school,yes,no,telephone,may,fri,3,0,nonexistent,93.994,-36.4,5191.0,yes
12162,31,admin.,married,high.school,no,no,telephone,jun,thu,1,0,nonexistent,94.465,-41.8,5228.1,no
12163,30,admin.,single,university.degree,yes,no,cellular,jul,thu,8,0,nonexistent,93.918,-42.7,5228.1,yes
12164,46,unemployed,divorced,basic.9y,no,no,telephone,jun,wed,3,0,nonexistent,94.465,-41.8,5228.1,no
12165,28,blue-collar,married,basic.4y,no,no,cellular,jul,thu,2,0,nonexistent,93.918,-42.7,5228.1,no
12166,24,technician,single,professional.course,yes,no,cellular,jun,tue,1,0,nonexistent,92.963,-40.8,5076.2,no
12167,50,admin.,married,basic.9y,yes,no,cellular,apr,thu,3,0,nonexistent,93.749,-34.6,5008.7,yes
12168,37,blue-collar,divorced,professional.course,yes,no,cellular,nov,thu,1,0,nonexistent,93.2,-42.0,5195.8,no
